"","psi","p11","p10","PoO.0","PoO.1","PoO.2","PoO.3"
"ASV245",0.244550424487249,0.192995940495718,0.0156461292512168,0.151374409295291,0.728542538880468,0.975833932228627,0.998356767389111
"ASV246",0.256264746367566,0.195628880063127,0.0159072457246743,0.158363890780843,0.738975757346969,0.977062016309018,0.998442104034968
"ASV247",0.232973211998079,0.204132092837781,0.0152808841841887,0.138194453165592,0.726059288804322,0.977682368825382,0.998620833325416
"ASV248",0.274034843177423,0.202269436291074,0.0165330480440016,0.167676290797263,0.752383751203798,0.978645747663821,0.99855539157768
"ASV249",0.26059735099989,0.194805323942822,0.0160647656951318,0.161881608557522,0.741073235655239,0.976964245508099,0.998411302485575
"ASV250",0.270575550801773,0.176799748828415,0.016338863513254,0.178586969073889,0.73761377890371,0.973225242210486,0.997876807860625
"ASV251",0.240832410974832,0.204018389905903,0.0155840158668531,0.143620566604544,0.730841890769493,0.97775920070777,0.998597046747825
"ASV252",0.272515688646984,0.180928520384352,0.0202543300470156,0.17957033272553,0.700481940145861,0.961522672271219,0.996268862684312
"ASV253",0.288933565857369,0.184364546939682,0.0168145993204158,0.188305302498721,0.754069957770139,0.975918513660258,0.998136499751282
"ASV254",0.2617272714914,0.191723187519817,0.0154779660975557,0.163999564551968,0.747461947513838,0.978097493643007,0.998518022850688
"ASV255",0.217994112031189,0.218529923998462,0.0146830476921237,0.122093414847683,0.722974043137281,0.979989367557718,0.998913051841038
"ASV256",0.264609766328185,0.197706749696198,0.0163827307791188,0.163360595303471,0.742859940997556,0.977139220397626,0.998421225191629
"ASV257",0.252002079910523,0.197392050086495,0.015954209308751,0.154546119366619,0.73495198249161,0.976778228754233,0.998435220883967
"ASV258",0.267106493542257,0.191198804015093,0.0160617522983663,0.168347701232775,0.745641450816334,0.976986299103807,0.998376045571526
"ASV259",0.257720443789695,0.182812914405524,0.0155934180810181,0.165707023403044,0.737191491233939,0.975378543384321,0.998215788164214
"ASV260",0.267200618532004,0.203595733547554,0.0162318876712029,0.162095011929848,0.749832634333222,0.978920755255227,0.99861214036858
"ASV261",0.255267585862589,0.190277070735671,0.0157138183645262,0.160247687567406,0.737454317349262,0.976384297652691,0.998359495771017
"ASV262",0.159155554271129,0.343391006128948,0.0152909373291874,0.0531361810704698,0.653977637990344,0.984532665338717,0.999533741356416
"ASV263",0.225983596729905,0.21043545957366,0.0146557194129158,0.130600553772914,0.72912715529539,0.979688680377718,0.998844325018896
"ASV264",0.258844819886785,0.18623931090451,0.015757271925777,0.16484662017579,0.738335809045473,0.975808699743376,0.998268804195137
"ASV265",0.239755415447655,0.201040349589401,0.0154182129074175,0.1442117242777,0.730295476709368,0.977533009191876,0.998571709358452
"ASV266",0.289675976558446,0.167950009703501,0.0171166975768414,0.198332044596244,0.741438360097724,0.970791946607447,0.997410964568058
"ASV267",0.298135614932043,0.188100656224353,0.0212007263895743,0.19512566251652,0.721687896266135,0.96520079472774,0.99664061931446
"ASV268",0.279144158304207,0.196357663468177,0.0166035002364238,0.174468232090768,0.75359847665918,0.977905398809465,0.998441173601884
"ASV269",0.253050268965538,0.202071726145977,0.0156663414039892,0.152872319815062,0.741696716563985,0.978581737806936,0.998626357554154
"ASV270",0.243859816375349,0.19693685158011,0.0152049274982726,0.148851948481897,0.735289959611868,0.977836456483486,0.998575000033541
"ASV271",0.112593546175565,0.420710651257106,0.0104389898030193,0.0248218295924442,0.636674664442926,0.991779069287161,0.999879612416644
"ASV272",0.249780307030409,0.193674452597786,0.0156329611241234,0.154685054170914,0.734580935264023,0.976667489972474,0.998422927921462
"ASV273",0.250514351494776,0.197688362414813,0.0157568734324471,0.153293663372892,0.735905078089852,0.977214539275446,0.998487344248634
"ASV274",0.238254227537468,0.209932505391063,0.0152487906652592,0.139063924983995,0.734869347385629,0.97940761405531,0.998776216001787
"ASV275",0.257922428440234,0.189339394867645,0.0155516368796791,0.162534359256758,0.741564577150861,0.976971471070223,0.998408254148425
"ASV276",0.255009120913677,0.192639867684872,0.0158051325842293,0.158926808235804,0.737362893958149,0.976588744948787,0.998389165149393
"ASV277",0.287806201087804,0.178910666658838,0.017395835554517,0.190805294461727,0.743729555923047,0.972765920709558,0.997730456823215
"ASV278",0.230511577360073,0.204615519087358,0.0149458461197788,0.13622106737662,0.727808574774051,0.978418536762196,0.998700756548193
"ASV279",0.301480984574577,0.172380798835562,0.0170210806981185,0.204832690800024,0.756010273711613,0.973870585003128,0.99777440880512
"ASV280",0.280694155178549,0.183368444705544,0.01663305260132,0.182663689363128,0.747909913206593,0.975238595844635,0.99809105918534
"ASV281",0.24146990549348,0.199605525198367,0.0153550430049136,0.146019659738892,0.732218695186141,0.977642541610258,0.998572011767401
"ASV282",0.277097103149443,0.194168405225056,0.0167931309362003,0.174258606706529,0.748562355669236,0.976743971390837,0.998315096820038
"ASV283",0.219586652690167,0.228835416233116,0.0151008989936092,0.118994255326326,0.723301406195874,0.980616957870092,0.998979732352416
"ASV284",0.236916409373014,0.218192968097212,0.0155979128678086,0.134593562500462,0.732575582486005,0.979695489938121,0.998824714245924
"ASV285",0.259963008689804,0.204316917804765,0.0163574764082787,0.156785129581339,0.741677032499147,0.977941505305159,0.998541374300878
"ASV286",0.21097020018033,0.425820157511547,0.0260937836348068,0.0519461229923527,0.602642574331242,0.976733071186422,0.999140133128705
"ASV287",0.261152359991579,0.194386327845988,0.016295895045958,0.162580723285812,0.738754468385892,0.976296880845166,0.99833591639697
"ASV288",0.255704320377915,0.188296138212294,0.0160069625023141,0.161668407643653,0.733334924172633,0.975134265521028,0.998215017039909
"ASV289",0.250750292525194,0.20199973237172,0.016199776821292,0.15154216619575,0.733025305497387,0.976856124105919,0.998461168650683
"ASV290",0.25910150224784,0.191958795310036,0.0158611750942881,0.162178770560881,0.740478078247824,0.976774731438219,0.998389462643028
"ASV291",0.294933226438015,0.173507321223937,0.0173271898983321,0.199280230911003,0.747670954719006,0.972435017203536,0.997624774955125
"ASV292",0.234184821855235,0.205880672734124,0.0152024749012435,0.138186199046523,0.729207135257999,0.97836656692101,0.998685108405747
"ASV293",0.261013844988897,0.219254205800537,0.015995468023502,0.14996846444896,0.752959445765066,0.981362498181901,0.998901898074171
"ASV294",0.268181926206056,0.182123167126066,0.0161973751614746,0.173932817690187,0.740110036984667,0.974694148844297,0.998084072406247
"ASV295",0.253854347846067,0.197645044628422,0.0157472316553141,0.155623994845774,0.73942549336235,0.977623743812286,0.998515607597432
"ASV296",0.264955997426184,0.183217300987459,0.0158718202075836,0.17086406715961,0.741349592675418,0.975529346450314,0.998199729379935
"ASV297",0.0930961626519655,0.436515913085354,0.00937678386812101,0.0185422156010142,0.607256421583761,0.992159469691516,0.99990345072819
"ASV298",0.265836978342905,0.183946165654564,0.0163081034031194,0.171313731882009,0.737587754571466,0.974500887131206,0.998079208283921
"ASV299",0.266820107756525,0.194255683866848,0.0160158435544238,0.166540525912259,0.74745671230669,0.977698204504879,0.99846236965591
"ASV300",0.251845094397359,0.199591505716284,0.0157242041356801,0.153274305450431,0.738600620448672,0.977829298627651,0.998549534170664
"ASV301",0.242941978753058,0.204034315562335,0.0152358469082154,0.144902356916543,0.737366928227175,0.978954760185795,0.998704153348567
"ASV302",0.260656442135046,0.191455816584748,0.0163840154999031,0.163753635643645,0.735710365147901,0.975352945767696,0.998225557747523
"ASV303",0.275391937748084,0.179934654340272,0.0164418607680015,0.180522167621944,0.743023330423138,0.974326773174352,0.997996499685716
"ASV304",0.265714317172017,0.182562061942848,0.0163446342268063,0.171963032448854,0.736239282597597,0.974037686584465,0.998020827123269
"ASV305",0.298753239796054,0.173446325893766,0.0172232997829516,0.20220121230894,0.752153168351087,0.973217299328594,0.997706942173804
"ASV306",0.29808932097733,0.16687762076225,0.0170481213124897,0.20545348994879,0.749143313905732,0.971822485136116,0.997495726490288
"ASV307",0.263911306769705,0.19126432126712,0.0162184017479833,0.16609869778008,0.740757376289054,0.976185322972415,0.998302317388208
"ASV308",0.287975831405116,0.176819549297865,0.0164319710670431,0.191658510765786,0.752993657112619,0.975121424317751,0.998019586372887
"ASV309",0.259652580005686,0.182273822315963,0.0160890834541678,0.16759084429407,0.732937627482472,0.973965550080273,0.998042899424657
"ASV310",0.260182805692553,0.195033934278813,0.0160584966611844,0.161471811325687,0.740848665475457,0.976979622085921,0.998415321456539
"ASV311",0.256574065244715,0.215203956026147,0.0158099716013108,0.148927570100762,0.749191200233948,0.98076580122368,0.998852457411337
"ASV312",0.230395593057775,0.202695922612355,0.0148605152606319,0.136966144684496,0.72786675550294,0.978297206241615,0.998685415062408
"ASV313",0.253229377243275,0.188998414144957,0.0157136286931475,0.159439688504745,0.734671368891622,0.975856755503191,0.998308029907179
"ASV314",0.263809011390784,0.191405874030349,0.0160554246536586,0.165884293489013,0.74260267795604,0.976664380030192,0.998355682154095
"ASV315",0.278662065740795,0.191440251737503,0.0167786390922741,0.176848470036732,0.748796114308716,0.976391359107659,0.998260296867219
"ASV316",0.264427277138199,0.185144475250609,0.0160788183118167,0.169568560347618,0.739521035446913,0.975292950517196,0.998181309039079
"ASV317",0.222194818798682,0.212680667369054,0.0148990090437397,0.127277017034891,0.722591943796538,0.97895788016115,0.998798004952317
"ASV318",0.232890971224381,0.201160683366211,0.0150061908444583,0.139375670221615,0.728026252946088,0.977898237822192,0.998634495626946
"ASV319",0.237666477127349,0.199647770573786,0.015327779131286,0.143405727299359,0.728466919535239,0.977268348619117,0.998550589283861
"ASV320",0.248205938440497,0.191538243805634,0.0151257500713402,0.154420157888616,0.738024122784297,0.977506830104896,0.998510557845422
"ASV321",0.269235449155216,0.194601995881038,0.0160576630271507,0.168093844800532,0.749473029500107,0.977921059577816,0.998477390220502
"ASV322",0.277687484309257,0.19202712948395,0.0171527387922556,0.17599263707001,0.744152941887763,0.975375263455771,0.99814955107574
"ASV323",0.262622859981166,0.198020718374685,0.0161998319512819,0.161731549488158,0.743131794954846,0.977467825139968,0.998465066195625
"ASV324",0.282590154212324,0.18537102462698,0.0169948982327121,0.183128411954852,0.746878594304074,0.974897407510307,0.99804749718051
"ASV325",0.290924922151935,0.187180471003617,0.0171770760109868,0.188367048045096,0.753573285550902,0.975782850262321,0.998119990026309
"ASV326",0.249886327114693,0.196944716240283,0.0154714749872026,0.153107098299765,0.738314752759557,0.977793037474507,0.998546834146019
"ASV327",0.277481530487281,0.184216464966064,0.0163829811906072,0.179719166528865,0.748137728998456,0.97577059908748,0.998171842316061
"ASV328",0.238396705372543,0.209142600285088,0.0151881504869961,0.139495260635404,0.735429165033726,0.979450979320923,0.998777962084521
"ASV329",0.265764820017056,0.181417149489563,0.0162169715965584,0.172543111441439,0.737082906257884,0.974154493095361,0.998030501005641
"ASV330",0.214992698947311,0.201000073764477,0.0144440806055866,0.127346818024094,0.7146836870845,0.977270663881171,0.998646859214787
"ASV331",0.233592895574193,0.205545547491421,0.015146401889031,0.137923398059532,0.729106943450143,0.978391820322362,0.998688904508198
"ASV332",0.269675851787875,0.198726366623604,0.0165160661527944,0.166454792738553,0.746783382253488,0.977555815716299,0.998447783401603
"ASV333",0.264873452091984,0.169998564246452,0.0156034685255078,0.1776143850259,0.736198633781473,0.973017187856052,0.997858488954419
"ASV334",0.266816679233548,0.182358902960456,0.0160235714099466,0.172734590783784,0.74091410096123,0.975103572613075,0.998139251044321
"ASV335",0.246188261945484,0.189519845724841,0.0154829939209279,0.154123509382122,0.73040074635145,0.975777025197432,0.998333244740343
"ASV336",0.26391181230672,0.187927282805733,0.0161021650916687,0.167767681485112,0.74029494021617,0.975791275050271,0.998248568979167
"ASV337",0.250587519262089,0.21443498562713,0.0157234365656708,0.145294730811688,0.743905125356584,0.980251341479149,0.998822379820797
"ASV338",0.234341156626172,0.210570093089458,0.0147738955822684,0.136032767158425,0.736892210522907,0.980322287212662,0.998872823464334
"ASV339",0.262623855550907,0.187782418793901,0.0160314527876083,0.166887000676537,0.73975675650307,0.975808421571716,0.998255983108954
"ASV340",0.268979758143372,0.182466546431534,0.0166236352452543,0.174522935307394,0.736243803653973,0.973583058019895,0.997949090780485
"ASV341",0.260649775881489,0.212072670344218,0.0165060664432166,0.153460859723029,0.744063257416838,0.979001915281686,0.99866436110707
"ASV342",0.263122586711499,0.191242947813076,0.0162010135211822,0.165540186829418,0.740164404535835,0.976135677909943,0.998300314426346
"ASV343",0.386973255941252,0.157572581578913,0.0627003540821547,0.314276885293122,0.561692808819649,0.781814126308988,0.909249396709807
"ASV344",0.268136441019598,0.200099148323242,0.0161845867751492,0.1645233819334,0.749651497937533,0.97851032202716,0.99855782942688
"ASV345",0.273008497955515,0.181480390432529,0.0168276590413766,0.178100067623169,0.737330122245549,0.973235467736546,0.997881569760745
"ASV346",0.225079559552858,0.204597052186329,0.0145998969032113,0.13251490774744,0.726179354958675,0.978742329434464,0.998750519941998
"ASV347",0.249426121345412,0.188361422862113,0.0157184481861175,0.157062915457752,0.730298684221731,0.975217502273222,0.998254395470542
"ASV348",0.2589092909016,0.211252588559918,0.0163583392222085,0.152633735801835,0.743652590075049,0.979044431664227,0.99867273256925
"ASV349",0.292888115873556,0.170823831418683,0.0169215365997536,0.19906201407483,0.748407106932516,0.97268001676828,0.99765877888641
"ASV350",0.295080626049921,0.171722592768904,0.017247502532218,0.20038940910147,0.747506941730422,0.972201526340156,0.997585400112628
"ASV351",0.282789688702654,0.175263402507933,0.0203934384370863,0.190475025541789,0.706041874556099,0.96081172882381,0.996020314034726
"ASV352",0.252084317226591,0.209202818642957,0.0157084356474645,0.148784228867456,0.743419579184359,0.979603916268956,0.998745536931113
"ASV353",0.252629765438127,0.202142869530807,0.0156919827098957,0.1525597991849,0.740999602110948,0.978479726282924,0.998617997430119
"ASV354",0.233779398232923,0.234908522583688,0.0151829957320362,0.125157218013515,0.740199748527481,0.982681121370784,0.999115822386776
"ASV355",0.100014873609391,0.43539878685984,0.00987831118091236,0.020189749750742,0.614305106286225,0.991942598106444,0.999894922055329
"ASV356",0.282590789438254,0.174441385051355,0.0202395838272739,0.190712073926801,0.70678209454783,0.961022103218175,0.996050460680588
"ASV357",0.276295796757016,0.182198291128412,0.0163979164259775,0.179945713994696,0.74570357095382,0.975116945795918,0.998094138092988
"ASV358",0.26052499318886,0.193188109859816,0.0160098764166578,0.162626011495839,0.740806822700416,0.976777792267932,0.998387143068902
"ASV359",0.244169173874864,0.208057968871216,0.0157116576317858,0.144025733811795,0.734699054935979,0.978530961654504,0.998668723784459
"ASV360",0.272116932822006,0.19680394300732,0.0162694024085983,0.169079058030413,0.750916600494971,0.978101212460667,0.998491088876788
"ASV361",0.239942200512239,0.204573511082393,0.0154101955892578,0.142700849009446,0.732277444827176,0.978235132523366,0.998647838380467
"ASV362",0.254891712884197,0.193857817403025,0.0156835531561453,0.158190641430712,0.739321885309046,0.977171373056612,0.998454477361499
"ASV363",0.267812484494634,0.171928136573049,0.0157218627167619,0.178847504498252,0.738976862218477,0.973544782750824,0.997913801346648
"ASV364",0.270485897717172,0.196448072553998,0.0164574217137147,0.168189113113084,0.747103726604708,0.977356205281475,0.998416773646139
"ASV365",0.259632129677044,0.200006460963703,0.0158629321262535,0.158508720595028,0.74500748805856,0.978409739282857,0.998579340412154
"ASV366",0.262144730846816,0.203416740623645,0.0159185708839735,0.158559964125854,0.748412877449127,0.979149631036312,0.998652909494987
"ASV367",0.287088550979509,0.179738284706829,0.0174488437927858,0.189824123799905,0.742996954416605,0.972731115200681,0.997733204573757
"ASV368",0.305954936157536,0.159496080477783,0.0213761431248427,0.218311003482815,0.708137049870887,0.954706606899016,0.994568709925689
"ASV369",0.256102971103804,0.186527850993064,0.0155352306742221,0.162644442698474,0.738381694300497,0.976196491239738,0.998324701949592
